Id	Name	Group	Rows	Cols	Nonzeros 	Kind	Date	Download File
780	nemeth16	Nemeth	9,506	9,506	587,012	Subsequent Theoretical/Quantum Chemistry Problem	1999	
781	nemeth17	Nemeth	9,506	9,506	629,620	Subsequent Theoretical/Quantum Chemistry Problem	1999	
782	nemeth18	Nemeth	9,506	9,506	695,234	Subsequent Theoretical/Quantum Chemistry Problem	1999	
783	nemeth19	Nemeth	9,506	9,506	818,302	Subsequent Theoretical/Quantum Chemistry Problem	1999	
784	nemeth20	Nemeth	9,506	9,506	971,870	Subsequent Theoretical/Quantum Chemistry Problem	1999	
785	nemeth21	Nemeth	9,506	9,506	1,173,746	Subsequent Theoretical/Quantum Chemistry Problem	1999	
786	nemeth22	Nemeth	9,506	9,506	1,358,832	Subsequent Theoretical/Quantum Chemistry Problem	1999	
787	nemeth23	Nemeth	9,506	9,506	1,506,810	Subsequent Theoretical/Quantum Chemistry Problem	1999	
788	nemeth24	Nemeth	9,506	9,506	1,506,550	Subsequent Theoretical/Quantum Chemistry Problem	1999	
789	nemeth25	Nemeth	9,506	9,506	1,511,758	Subsequent Theoretical/Quantum Chemistry Problem	1999	
790	nemeth26	Nemeth	9,506	9,506	1,511,760	Subsequent Theoretical/Quantum Chemistry Problem	1999	
778	nemeth14	Nemeth	9,506	9,506	496,144	Subsequent Theoretical/Quantum Chemistry Problem	1999	
779	nemeth15	Nemeth	9,506	9,506	539,802	Subsequent Theoretical/Quantum Chemistry Problem	1999	
765	nemeth01	Nemeth	9,506	9,506	725,054	Theoretical/Quantum Chemistry Problem Sequence	1999	
766	nemeth02	Nemeth	9,506	9,506	394,808	Subsequent Theoretical/Quantum Chemistry Problem	1999	
767	nemeth03	Nemeth	9,506	9,506	394,808	Subsequent Theoretical/Quantum Chemistry Problem	1999	
768	nemeth04	Nemeth	9,506	9,506	394,808	Subsequent Theoretical/Quantum Chemistry Problem	1999	
769	nemeth05	Nemeth	9,506	9,506	394,808	Subsequent Theoretical/Quantum Chemistry Problem	1999	
771	nemeth07	Nemeth	9,506	9,506	394,812	Subsequent Theoretical/Quantum Chemistry Problem	1999	
772	nemeth08	Nemeth	9,506	9,506	394,816	Subsequent Theoretical/Quantum Chemistry Problem	1999	
773	nemeth09	Nemeth	9,506	9,506	395,506	Subsequent Theoretical/Quantum Chemistry Problem	1999	
774	nemeth10	Nemeth	9,506	9,506	401,448	Subsequent Theoretical/Quantum Chemistry Problem	1999	
775	nemeth11	Nemeth	9,506	9,506	408,264	Subsequent Theoretical/Quantum Chemistry Problem	1999	
776	nemeth12	Nemeth	9,506	9,506	446,818	Subsequent Theoretical/Quantum Chemistry Problem	1999	
777	nemeth13	Nemeth	9,506	9,506	474,472	Subsequent Theoretical/Quantum Chemistry Problem	1999	
1389	net25	Andrianov	9,520	9,520	401,200	Optimization Problem	2006	
376	coater2	Brethour	9,540	9,540	207,308	Computational Fluid Dynamics Problem	1997	
887	fv1	Norris	9,604	9,604	85,264	2D/3D Problem	2003	
610	lp_cre_b	LPnetlib	9,648	77,137	260,785	Linear Programming Problem	1990	
1456	California	Pajek	9,664	9,664	16,150	Directed Graph	2006	
1432	flowmeter0	Oberwolfach	9,669	9,669	67,391	Model Reduction Problem	2004	
1433	flowmeter5	Oberwolfach	9,669	9,669	67,391	Model Reduction Problem	2004	
1753	pf2177	Meszaros	9,728	10,178	30,984	Linear Programming Problem	2004	
1394	pf2177	Andrianov	9,728	9,728	725,144	Optimization Problem	2006	
2351	bips98_1142	Rommes	9,735	9,735	40,983	Eigenvalue/Model Reduction Problem	2010	
1827	scagr7-2b	Meszaros	9,743	13,847	35,885	Linear Programming Problem Sequence	2004	
1560	c-41	Schenk_IBMNA	9,769	9,769	101,635	Optimization Problem	2006	
2540	TSC_OPF_300	IPSO	9,774	9,774	820,783	Power Network Problem	2011	
2424	whitaker3	AG-Monien	9,800	9,800	57,978	2D/3D Problem	1998	
1916	t2d_q4	TKK	9,801	9,801	87,025	Structural Problem Sequence	2008	
888	fv2	Norris	9,801	9,801	87,025	2D/3D Problem	2003	
1917	t2d_q9	TKK	9,801	9,801	87,025	Structural Problem Sequence	2008	
889	fv3	Norris	9,801	9,801	87,025	2D/3D Problem	2003	
2299	ca-HepTh	SNAP	9,877	9,877	51,971	Undirected Graph	2003	
650	lp_pds_06	LPnetlib	9,881	29,351	63,220	Linear Programming Problem	1990	
1841	wb-cs-stanford	Gleich	9,914	9,914	36,854	Directed Graph	2001	
1559	c-40	Schenk_IBMNA	9,941	9,941	81,501	Optimization Problem	2006	
2873	JapaneseVowelsSmall_10NN	ML_Graph	9,961	9,961	131,144	Undirected Weighted Graph	2020	
532	G67	Gset	10,000	10,000	40,000	Undirected Weighted Random Graph	1996	
2868	Fashion_MNIST_norm_10NN	ML_Graph	10,000	10,000	158,304	Undirected Weighted Graph	2020	
1612	cryg10000	Bai	10,000	10,000	49,699	Materials Problem	1996	
2875	kmnist_norm_10NN	ML_Graph	10,000	10,000	156,932	Undirected Weighted Graph	2020	
2878	mnist_test_norm_10NN	ML_Graph	10,000	10,000	145,600	Undirected Weighted Graph	2020
